Wavelength,Region0,Region1,Region2,Region3
689.162,0.259011,0.320034,0.339989,0.311135
689.801,0.259808,0.306456,0.347457,0.311258
690.44,0.257406,0.322299,0.336268,0.320415
691.079,0.257919,0.311154,0.338104,0.324479
691.718,0.266606,0.308443,0.345813,0.298508
692.357,0.266759,0.319263,0.342012,0.309881
692.996,0.265076,0.317633,0.334461,0.303748
693.635,0.257511,0.320886,0.330762,0.304628
694.274,0.265799,0.311401,0.336383,0.295186
694.913,0.262949,0.310244,0.327498,0.302567
695.552,0.261949,0.329011,0.345417,0.311488
696.191,0.27707,0.326666,0.341082,0.313156
696.83,0.263896,0.320165,0.352633,0.321658
697.469,0.272189,0.316605,0.341794,0.304701
698.108,0.260205,0.322934,0.337151,0.31184
698.747,0.267212,0.318011,0.3517,0.291535
699.386,0.261918,0.305006,0.342711,0.294248
700.025,0.267295,0.327516,0.349626,0.312338
700.664,0.272497,0.314191,0.329578,0.307853
701.303,0.264161,0.322822,0.348809,0.30912
701.942,0.257743,0.324973,0.337035,0.313222
702.581,0.268389,0.311457,0.349591,0.306625
703.22,0.267707,0.32026,0.344795,0.30904
703.859,0.272506,0.307121,0.333895,0.305583
704.499,0.260677,0.307302,0.339366,0.306368
705.138,0.268206,0.309985,0.339802,0.296732
705.777,0.275196,0.305883,0.332896,0.312063
706.416,0.270614,0.303308,0.334638,0.306528
707.055,0.266322,0.302864,0.339591,0.309236
707.694,0.27822,0.313769,0.341009,0.307362
708.333,0.272557,0.299486,0.316683,0.288513
708.972,0.270631,0.289436,0.339133,0.29865
709.611,0.272799,0.315436,0.334152,0.300781
710.25,0.276741,0.312981,0.343427,0.301316
710.889,0.276666,0.322584,0.324291,0.290228
711.528,0.275181,0.306781,0.353193,0.299479
712.167,0.269829,0.31264,0.342813,0.31848
712.806,0.272194,0.318219,0.349796,0.288009
713.445,0.272325,0.313519,0.330051,0.31406
714.084,0.265006,0.298343,0.33636,0.302012
714.723,0.279893,0.311647,0.327647,0.298799
715.362,0.260802,0.310192,0.342497,0.311302
716.001,0.273688,0.312446,0.351129,0.289547
716.64,0.266522,0.306908,0.350736,0.3066
717.279,0.271644,0.309356,0.350472,0.308477
717.918,0.264517,0.305882,0.344005,0.296028
718.557,0.275724,0.308566,0.355845,0.324589
719.196,0.278772,0.316701,0.335868,0.307118
719.835,0.27126,0.290913,0.346538,0.309644
720.474,0.279752,0.304087,0.350462,0.305833
721.113,0.278126,0.296395,0.351806,0.317682
721.752,0.272634,0.311113,0.34639,0.305968
722.391,0.278798,0.305294,0.354203,0.30863
723.03,0.287106,0.310677,0.347759,0.323169
723.669,0.277328,0.312731,0.352381,0.305891
724.308,0.269954,0.311234,0.342349,0.304322
724.947,0.283202,0.30881,0.33549,0.303368
725.587,0.284226,0.304217,0.332265,0.292606
726.226,0.281004,0.321753,0.34747,0.294226
726.865,0.280021,0.308866,0.323576,0.309458
727.504,0.279158,0.317376,0.346189,0.299113
728.143,0.277293,0.311239,0.333594,0.297669
728.782,0.285805,0.310945,0.346451,0.307946
729.421,0.284216,0.31228,0.351783,0.295355
730.06,0.283595,0.311899,0.348996,0.311134
730.699,0.282113,0.31391,0.347806,0.294372
731.338,0.286204,0.303144,0.343619,0.299429
731.977,0.281334,0.314316,0.331162,0.287253
732.616,0.282405,0.309683,0.339316,0.273547
733.255,0.277685,0.321199,0.335042,0.298766
733.894,0.287386,0.320366,0.337993,0.299765
734.533,0.295428,0.3111,0.331517,0.278694
735.172,0.290971,0.300786,0.322919,0.304464
735.811,0.285537,0.328049,0.333295,0.297102
736.45,0.277461,0.306712,0.333432,0.304572
737.089,0.283197,0.325629,0.339256,0.297197
737.728,0.278772,0.314235,0.332399,0.303251
738.367,0.284767,0.325483,0.344386,0.31022
739.006,0.28588,0.315683,0.323539,0.307202
739.645,0.286768,0.318684,0.351335,0.28899
740.284,0.280643,0.317311,0.329321,0.293334
740.923,0.287635,0.328444,0.322536,0.298912
741.562,0.279345,0.313974,0.338108,0.290321
742.201,0.284768,0.31222,0.339756,0.312859
742.84,0.286179,0.314605,0.339514,0.3108
743.479,0.285691,0.313164,0.365478,0.307265
744.118,0.282121,0.311946,0.334135,0.292779
744.757,0.287043,0.316526,0.340404,0.301432
745.396,0.292406,0.32004,0.363178,0.305271
746.036,0.281874,0.30829,0.343071,0.292057
746.675,0.284401,0.299937,0.346527,0.303367
747.314,0.28803,0.311867,0.340931,0.302889
747.953,0.289998,0.299368,0.341624,0.300204
748.592,0.295517,0.306831,0.35618,0.296777
749.231,0.290785,0.319688,0.35303,0.300276
749.87,0.287216,0.313375,0.330273,0.308039
750.509,0.292725,0.314975,0.351232,0.311548
751.148,0.29609,0.319142,0.352713,0.304624
751.787,0.283847,0.310669,0.331687,0.295651
752.426,0.298339,0.317611,0.341297,0.308155
753.065,0.29967,0.311544,0.360468,0.308406
753.704,0.289154,0.314266,0.34047,0.304991
754.343,0.285485,0.322403,0.335569,0.303359
754.982,0.29546,0.333466,0.345408,0.306686
755.621,0.295034,0.311332,0.344427,0.314807
756.26,0.30071,0.324523,0.35847,0.311768
756.899,0.302535,0.313533,0.337512,0.310091
757.538,0.287848,0.328651,0.346535,0.301089
758.177,0.292629,0.328163,0.33444,0.318518
758.816,0.295504,0.317545,0.342468,0.305779
759.455,0.298741,0.311616,0.318032,0.308997
760.094,0.291449,0.332939,0.334292,0.296536
760.733,0.293841,0.318239,0.328426,0.302983
761.372,0.305702,0.312185,0.336106,0.308938
762.011,0.295872,0.316567,0.336423,0.303098
762.65,0.303906,0.33011,0.340854,0.317764
763.289,0.305287,0.322455,0.333478,0.30358
763.928,0.310655,0.3304,0.34294,0.306045
764.567,0.296861,0.326755,0.334219,0.308711
765.206,0.303536,0.334315,0.340137,0.293404
765.845,0.300157,0.322002,0.333948,0.296593
766.485,0.315727,0.332713,0.325086,0.30304
767.124,0.307497,0.312584,0.332512,0.296337
767.763,0.315312,0.316922,0.336771,0.300674
768.402,0.301687,0.321013,0.340503,0.299556
769.041,0.301547,0.320871,0.346967,0.305044
769.68,0.318713,0.326844,0.337451,0.302458
770.319,0.311227,0.312597,0.332962,0.316448
770.958,0.319435,0.333238,0.320004,0.301808
771.597,0.311229,0.316399,0.332755,0.303073
772.236,0.306822,0.322091,0.33448,0.29706
772.875,0.32204,0.327663,0.327194,0.308509
773.514,0.31638,0.324054,0.313577,0.301812
774.153,0.311413,0.321659,0.338309,0.305617
774.792,0.307737,0.318891,0.336868,0.306535
775.431,0.313306,0.325872,0.363795,0.295825
776.07,0.304745,0.31899,0.352338,0.294327
776.709,0.301722,0.316517,0.34533,0.296198
777.348,0.31803,0.328659,0.33773,0.302865
777.987,0.307246,0.320176,0.346446,0.287814
778.626,0.307532,0.305804,0.348305,0.296176
779.265,0.317068,0.31472,0.362695,0.291527
779.904,0.309417,0.324146,0.334551,0.295085
780.543,0.318516,0.309812,0.341916,0.293829
781.182,0.304171,0.319293,0.330402,0.317772
781.821,0.312161,0.328556,0.359791,0.300217
782.46,0.316046,0.326795,0.327041,0.307764
783.099,0.315128,0.308121,0.337419,0.300161
783.738,0.305091,0.318676,0.323532,0.306302
784.377,0.324101,0.313337,0.324523,0.306825
785.016,0.325561,0.306022,0.327822,0.302015
785.655,0.320376,0.323167,0.320057,0.28811
786.294,0.311303,0.31561,0.342653,0.302097
786.933,0.316916,0.313509,0.327508,0.319424
787.573,0.317537,0.309682,0.316096,0.296497
788.212,0.323474,0.306269,0.335989,0.323425
788.851,0.322805,0.32261,0.327715,0.322802
789.49,0.326055,0.314762,0.350658,0.296888
790.129,0.322214,0.331828,0.348857,0.313456
790.768,0.331793,0.311427,0.326509,0.296462
791.407,0.335413,0.311677,0.33322,0.301895
792.046,0.326157,0.302255,0.33962,0.307606
792.685,0.317909,0.314332,0.346456,0.306179
793.324,0.329765,0.324625,0.338906,0.324328
793.963,0.329951,0.323041,0.33022,0.298619
794.602,0.327728,0.325836,0.34116,0.301486
795.241,0.334636,0.334671,0.337785,0.296237
795.88,0.331061,0.316268,0.340583,0.297729
796.519,0.325202,0.316801,0.328891,0.297401
797.158,0.324381,0.307634,0.344311,0.291056
797.797,0.320804,0.307581,0.332273,0.298032
798.436,0.33077,0.308263,0.343248,0.291406
799.075,0.321392,0.311599,0.357397,0.284279
799.714,0.3204,0.321502,0.340059,0.297641
800.353,0.333697,0.309808,0.344689,0.299449
800.992,0.329484,0.323598,0.343985,0.291869
801.631,0.329866,0.31523,0.352335,0.299589
802.27,0.333216,0.310079,0.332893,0.307257
802.909,0.328871,0.317651,0.340015,0.297277
803.548,0.328607,0.318153,0.340388,0.328824
804.187,0.33818,0.329714,0.346363,0.317603
804.826,0.320647,0.327664,0.339289,0.318814
805.465,0.331832,0.326029,0.332781,0.309083
806.104,0.343403,0.328305,0.333371,0.317455
806.743,0.335631,0.31709,0.336724,0.324294
807.382,0.334886,0.3218,0.3382,0.312707
808.022,0.338581,0.329979,0.330705,0.294692
808.661,0.327849,0.346676,0.345208,0.298639
809.3,0.326925,0.325824,0.339726,0.310665
809.939,0.329028,0.336388,0.342355,0.304263
810.578,0.32809,0.32626,0.342538,0.313194
811.217,0.32725,0.328292,0.361675,0.301932
811.856,0.342997,0.329058,0.32721,0.307787
812.495,0.334998,0.321451,0.344615,0.309088
813.134,0.333083,0.341544,0.347715,0.322757
813.773,0.34524,0.32369,0.346343,0.328101
814.412,0.329961,0.326689,0.349481,0.315201
815.051,0.337448,0.323706,0.365576,0.321791
815.69,0.343464,0.348585,0.354174,0.304783
816.329,0.357439,0.335445,0.339327,0.301304
816.968,0.35219,0.351265,0.345443,0.321551
817.607,0.344519,0.343941,0.33761,0.302044
818.246,0.352523,0.323754,0.34581,0.301518
818.885,0.340284,0.340144,0.343541,0.29885
819.524,0.351185,0.341647,0.32767,0.320426
820.163,0.351724,0.337945,0.341049,0.299206
820.802,0.351042,0.333472,0.340692,0.314108
821.441,0.352018,0.346969,0.357449,0.31316
822.08,0.342186,0.359015,0.343741,0.314854
822.719,0.350959,0.349887,0.343073,0.313468
823.358,0.342841,0.34124,0.344159,0.318951
823.997,0.338016,0.35107,0.332887,0.328361
824.636,0.358236,0.339006,0.338107,0.32267
825.275,0.332828,0.331745,0.339464,0.321123
825.914,0.343773,0.33152,0.343196,0.320809
826.553,0.358371,0.339449,0.336439,0.316345
827.192,0.335105,0.348237,0.344893,0.320022
827.831,0.342003,0.345727,0.328475,0.305742
828.471,0.350261,0.336296,0.329638,0.315072
829.11,0.349176,0.34658,0.347534,0.332636
829.749,0.353477,0.34255,0.353578,0.31437
830.388,0.361281,0.320627,0.354547,0.318029
831.027,0.353403,0.332108,0.350252,0.331047
831.666,0.366235,0.334661,0.354201,0.306566
832.305,0.354323,0.347203,0.360412,0.306521
832.944,0.369902,0.339506,0.358719,0.323743
833.583,0.368753,0.340178,0.348809,0.337965
834.222,0.350061,0.345273,0.35211,0.305622
834.861,0.350603,0.338582,0.354826,0.325643
835.5,0.35391,0.348775,0.355599,0.317837
836.139,0.372148,0.338289,0.353808,0.319323
836.778,0.362404,0.331647,0.34172,0.320197
837.417,0.365561,0.347388,0.341141,0.337404
838.056,0.363126,0.357112,0.332816,0.319633
838.695,0.359348,0.347956,0.348116,0.316698
839.334,0.354343,0.340073,0.341123,0.312597
839.973,0.367434,0.327304,0.365726,0.348833
840.612,0.349236,0.346523,0.353586,0.335925
841.251,0.365396,0.341775,0.358022,0.337543
841.89,0.348312,0.344728,0.351373,0.323742
842.529,0.361131,0.345364,0.357622,0.31882
843.168,0.375676,0.347927,0.347908,0.330289
843.807,0.369302,0.3426,0.36106,0.339833
844.446,0.371039,0.347104,0.34592,0.319004
845.085,0.380912,0.34714,0.352456,0.350222
845.724,0.37605,0.350227,0.345202,0.317476
846.363,0.383383,0.363427,0.330136,0.336895
847.002,0.378455,0.342909,0.329578,0.340072
847.641,0.3672,0.355695,0.364616,0.340555
848.28,0.373211,0.34987,0.338649,0.345789
848.919,0.377835,0.363735,0.362596,0.32938
849.559,0.383166,0.360874,0.34394,0.336366
850.198,0.377993,0.342703,0.35604,0.331172
850.837,0.368576,0.346214,0.345865,0.318287
851.476,0.380073,0.337193,0.33716,0.327036
852.115,0.376079,0.338246,0.351093,0.342243
852.754,0.376211,0.350894,0.358188,0.335424
853.393,0.377521,0.347109,0.392552,0.322844
854.032,0.381507,0.357543,0.348339,0.342952
854.671,0.359636,0.3456,0.341709,0.319695
855.31,0.381794,0.364798,0.361815,0.343727
855.949,0.379517,0.338899,0.347163,0.320823
856.588,0.380602,0.35544,0.35841,0.344335
857.227,0.380983,0.342488,0.362421,0.330737
857.866,0.391791,0.35017,0.358935,0.323372
858.505,0.379301,0.355548,0.371442,0.324866
859.144,0.383372,0.360724,0.351969,0.333126
859.783,0.398114,0.343638,0.342876,0.330467
860.422,0.391241,0.342516,0.361832,0.319478
861.061,0.385799,0.359151,0.376521,0.334682
861.7,0.400079,0.36726,0.369465,0.33353
862.339,0.397691,0.350434,0.36182,0.31635
862.978,0.388249,0.343497,0.367083,0.353365
863.617,0.393489,0.375918,0.340329,0.338651
864.256,0.389408,0.351365,0.343891,0.316205
864.895,0.372999,0.345159,0.351534,0.337425
865.534,0.393867,0.35616,0.344525,0.332492
866.173,0.388511,0.375484,0.36541,0.33089
866.812,0.38795,0.34115,0.350488,0.314596
867.451,0.405583,0.35635,0.358687,0.328357
868.09,0.39122,0.347914,0.351983,0.337388
868.729,0.404278,0.363838,0.377265,0.326149
869.368,0.409701,0.369046,0.373717,0.322919
870.008,0.400095,0.3586,0.366691,0.317779
870.647,0.397088,0.362695,0.375687,0.339041
871.286,0.413164,0.3882,0.355077,0.339004
871.925,0.39635,0.37744,0.366893,0.306745
872.564,0.43117,0.344801,0.359906,0.363326
873.203,0.408174,0.378423,0.385636,0.342601
873.842,0.395129,0.358968,0.358637,0.333933
874.481,0.416227,0.366885,0.371416,0.349021
875.12,0.410227,0.369695,0.385655,0.347389
875.759,0.418625,0.356753,0.373818,0.345142
876.398,0.40554,0.375105,0.369108,0.35748
877.037,0.412312,0.374279,0.364717,0.342931
877.676,0.416021,0.358038,0.359212,0.343985
878.315,0.421019,0.36732,0.381549,0.349582
878.954,0.411225,0.363487,0.365478,0.342282
879.593,0.437493,0.36479,0.351262,0.345187
880.232,0.429838,0.370953,0.367913,0.352601
880.871,0.438375,0.374013,0.356228,0.3523
881.51,0.407881,0.379185,0.389207,0.32496
882.149,0.418114,0.380565,0.373565,0.33844
882.788,0.425205,0.371776,0.378037,0.342589
883.427,0.411258,0.373264,0.355586,0.335734
884.066,0.431892,0.371238,0.396634,0.352547
884.705,0.440593,0.378576,0.377852,0.345279
885.344,0.415165,0.373039,0.373135,0.337401
885.983,0.432588,0.379959,0.387917,0.343
886.622,0.422072,0.371983,0.372794,0.350272
887.261,0.431954,0.374033,0.375028,0.34168
887.9,0.42794,0.381645,0.374289,0.357411
888.539,0.435226,0.380416,0.369185,0.343603
889.178,0.447825,0.373272,0.385582,0.328412
889.817,0.436032,0.366445,0.370153,0.33826
890.457,0.423554,0.359476,0.373399,0.355004
891.096,0.433028,0.392274,0.37585,0.339025
891.735,0.452606,0.370045,0.36984,0.338047
892.374,0.436916,0.368079,0.372864,0.330154
893.013,0.421086,0.356751,0.388217,0.324655
893.652,0.442212,0.40155,0.376943,0.354654
894.291,0.453849,0.395232,0.394587,0.360275
894.93,0.440372,0.379364,0.374501,0.364497
895.569,0.438469,0.383977,0.387048,0.362854
896.208,0.439373,0.376337,0.41029,0.349062
896.847,0.427314,0.382511,0.378641,0.346477
897.486,0.434539,0.367724,0.367891,0.351038
898.125,0.436637,0.373464,0.378493,0.345011
898.764,0.448111,0.358247,0.373948,0.337613
899.403,0.429209,0.396141,0.365298,0.352981
900.042,0.436381,0.379678,0.364206,0.351021
900.681,0.436889,0.400811,0.359574,0.381413
901.32,0.455986,0.386322,0.378694,0.372381
901.959,0.447409,0.378097,0.371465,0.347283
902.598,0.435688,0.394078,0.382571,0.346299
903.237,0.447897,0.380932,0.369494,0.361814
903.876,0.430331,0.382904,0.383767,0.340768
904.515,0.448355,0.366562,0.346171,0.353459
905.154,0.446509,0.386779,0.378554,0.353838
905.793,0.454982,0.385751,0.385881,0.361825
906.432,0.433541,0.381215,0.404118,0.36337
907.071,0.435379,0.405068,0.397985,0.362905
907.71,0.458387,0.387266,0.376357,0.361788
908.349,0.441915,0.39697,0.37581,0.343322
908.988,0.455167,0.388444,0.377518,0.362007
909.627,0.442371,0.379935,0.361188,0.384073
910.266,0.460021,0.389633,0.373665,0.360258
910.905,0.449001,0.387471,0.369576,0.36016
911.545,0.464744,0.389709,0.356103,0.337673
912.184,0.454142,0.376397,0.370584,0.338214
912.823,0.427332,0.392029,0.36959,0.35988
913.462,0.460753,0.382244,0.392888,0.352678
914.101,0.445986,0.378983,0.371745,0.350804
914.74,0.44847,0.376577,0.369345,0.377236
915.379,0.439828,0.371881,0.367377,0.355371
916.018,0.437971,0.387513,0.374288,0.353288
916.657,0.461769,0.358295,0.36279,0.359358
917.296,0.427911,0.383061,0.388067,0.355604
917.935,0.440086,0.383076,0.369616,0.355483
918.574,0.44668,0.367514,0.357823,0.345715
919.213,0.447589,0.380848,0.364649,0.341089
919.852,0.443945,0.368308,0.388578,0.341106
920.491,0.448204,0.3844,0.371308,0.369031
921.13,0.434801,0.36881,0.364617,0.336644
921.769,0.469834,0.373021,0.372562,0.37328
922.408,0.445993,0.400127,0.389734,0.338093
923.047,0.470512,0.3906,0.394931,0.351311
923.686,0.464237,0.354866,0.379274,0.355134
924.325,0.466789,0.369718,0.382306,0.348751
924.964,0.477371,0.383468,0.372419,0.341661
925.603,0.473586,0.389839,0.380719,0.375025
926.242,0.46773,0.393099,0.374528,0.378529
926.881,0.471336,0.381812,0.386103,0.353384
927.52,0.469346,0.380838,0.375184,0.367102
928.159,0.475005,0.371229,0.375426,0.347275
928.798,0.481117,0.400044,0.360744,0.337732
929.437,0.490451,0.387254,0.380929,0.37203
930.076,0.491352,0.377768,0.393797,0.340937
930.715,0.458414,0.381688,0.380617,0.358622
931.354,0.477181,0.3675,0.392728,0.339385
931.994,0.476842,0.392742,0.411114,0.363236
932.633,0.46968,0.356428,0.401669,0.343207
933.272,0.467091,0.39592,0.412929,0.351785
933.911,0.464907,0.388052,0.407619,0.351015
934.55,0.478051,0.412039,0.370529,0.371388
935.189,0.443044,0.401963,0.380976,0.354044
935.828,0.461055,0.390282,0.412369,0.342122
936.467,0.441026,0.392833,0.389056,0.369983
937.106,0.469531,0.383527,0.374689,0.382282
937.745,0.469012,0.408343,0.419597,0.360077
938.384,0.471559,0.390146,0.381943,0.391303
939.023,0.469008,0.402445,0.399777,0.376227
939.662,0.446491,0.382276,0.407459,0.377958
940.301,0.478997,0.384034,0.395985,0.373521
940.94,0.473001,0.397777,0.414859,0.392543
941.579,0.455445,0.413335,0.387172,0.363629
942.218,0.459936,0.407843,0.383345,0.36415
942.857,0.472049,0.398946,0.399895,0.397045
943.496,0.455776,0.396006,0.404572,0.389374
944.135,0.470177,0.40381,0.406383,0.40612
944.774,0.462715,0.403921,0.435402,0.374699
945.413,0.456305,0.380489,0.4129,0.382998
946.052,0.437927,0.416524,0.418707,0.374934
946.691,0.470586,0.429828,0.381729,0.348706
947.33,0.444211,0.407083,0.387987,0.39992
947.969,0.462115,0.388949,0.389484,0.389233
948.608,0.468703,0.404579,0.385565,0.408872
949.247,0.478278,0.411192,0.410233,0.372538
949.886,0.478844,0.39532,0.406522,0.353651
950.525,0.472917,0.400691,0.398264,0.394743
951.164,0.459148,0.404959,0.399074,0.389592
951.803,0.460791,0.396765,0.424399,0.370569
952.443,0.45523,0.393252,0.377077,0.400548
953.082,0.463634,0.412785,0.393178,0.385707
953.721,0.471558,0.390137,0.411193,0.362178
954.36,0.47425,0.398131,0.426715,0.402585
954.999,0.47357,0.411017,0.404815,0.383596
955.638,0.467628,0.408919,0.396775,0.391153
956.277,0.470211,0.402996,0.409027,0.400297
956.916,0.450254,0.401193,0.37363,0.408495
957.555,0.477461,0.418054,0.38964,0.361768
958.194,0.46823,0.375192,0.403707,0.369067
958.833,0.470843,0.404052,0.430569,0.403469
959.472,0.492698,0.376402,0.423486,0.39458
960.111,0.491753,0.377104,0.400267,0.400311
960.75,0.457827,0.401223,0.41865,0.375006
961.389,0.491445,0.394065,0.436613,0.359683
962.028,0.477963,0.375892,0.403223,0.391259
962.667,0.470116,0.373782,0.422389,0.362422
963.306,0.48677,0.370774,0.415546,0.380093
963.945,0.472509,0.372758,0.429527,0.403202
964.584,0.454602,0.379402,0.410084,0.407401
965.223,0.468233,0.362771,0.42733,0.405935
965.862,0.476349,0.36501,0.420598,0.3702
966.501,0.464347,0.39783,0.384358,0.393269
967.14,0.462087,0.38229,0.404227,0.392006
967.779,0.433094,0.399844,0.43494,0.408824
968.418,0.450088,0.353883,0.417572,0.384487
969.057,0.446943,0.374347,0.411322,0.394013
969.696,0.459845,0.399883,0.42432,0.3743
970.335,0.469285,0.40502,0.418123,0.3903
970.974,0.482407,0.412215,0.402562,0.395754
971.613,0.480563,0.400012,0.441389,0.411449
972.252,0.490645,0.409931,0.405631,0.420911
972.891,0.48372,0.383117,0.409121,0.385759
973.531,0.470481,0.412569,0.389306,0.385291
974.17,0.474638,0.396147,0.40771,0.411258
974.809,0.481248,0.386215,0.422632,0.393776
975.448,0.4707,0.382663,0.40263,0.403491
976.087,0.492923,0.382494,0.399359,0.382766
976.726,0.501696,0.383361,0.426227,0.399228
977.365,0.474161,0.377648,0.434013,0.379686
978.004,0.484749,0.394126,0.431184,0.426708
978.643,0.488252,0.396406,0.433051,0.407958
979.282,0.451241,0.400365,0.464477,0.383512
979.921,0.489391,0.3907,0.419239,0.408713
980.56,0.445674,0.358654,0.434655,0.406211
981.199,0.501637,0.381946,0.439385,0.407757
981.838,0.446971,0.422555,0.391336,0.406308
982.477,0.497335,0.399538,0.427476,0.377327
983.116,0.456294,0.395288,0.425659,0.371893
983.755,0.462299,0.364798,0.411241,0.379148
984.394,0.502539,0.400661,0.433569,0.393644
985.033,0.500634,0.35795,0.409223,0.387827
985.672,0.480216,0.433963,0.419474,0.405499
986.311,0.501669,0.393856,0.385569,0.393163
986.95,0.456795,0.404203,0.392924,0.413873
987.589,0.460618,0.406111,0.427047,0.415281
988.228,0.488017,0.369081,0.426837,0.370127
988.867,0.472696,0.397161,0.377381,0.389568
989.506,0.522906,0.396999,0.366335,0.381681
990.145,0.477812,0.393986,0.417147,0.387348
990.784,0.495919,0.399872,0.420295,0.401603
991.423,0.48881,0.357764,0.396814,0.372335
992.062,0.510275,0.385868,0.392733,0.406261
992.701,0.485756,0.409723,0.390161,0.401852
993.34,0.460078,0.401472,0.441686,0.398181
993.98,0.491778,0.427074,0.398296,0.402096
994.619,0.475398,0.402793,0.453554,0.422407
995.258,0.486998,0.388716,0.415941,0.370501
995.897,0.442784,0.405018,0.406587,0.390144
996.536,0.489761,0.395306,0.409676,0.42667
997.175,0.470533,0.389054,0.443878,0.42505
997.814,0.483653,0.367882,0.445228,0.420536
998.453,0.482631,0.423497,0.43186,0.412407
999.092,0.460014,0.404324,0.419736,0.418477
999.731,0.445248,0.388794,0.431772,0.416517
